Name,p1,p2,p3,m1,m2,m3,accession,Gene,Product
lp_2100,14,23,20,20,34,20,NC_004567.2:1894853-1895821,YP_004889850.1,glycosyltransferase%2C family 2 (GT2)
lp_2101,21,40,25,35,48,60,NC_004567.2:1895806-1897080,YP_004889851.1,polysaccharide polymerase
lp_2102,23,44,28,26,43,48,NC_004567.2:1897077-1898105,YP_004889852.1,glycosyltransferase%2C family 1 (GT1)
lp_2103,21,38,21,29,35,44,NC_004567.2:1898121-1899212,YP_004889853.1,glycosyltransferase%2C family 1 (GT1)
lp_2104,10,31,10,20,19,28,NC_004567.2:1899212-1899877,YP_004889854.1,polysaccharide biosynthesis polyprenyl glycosylphosphotransferase%2C priming glycosyltransferase
lp_2105,10,25,11,9,23,24,NC_004567.2:1899864-1900805,YP_004889855.1,UDP N-acetyl glucosamine 4-epimerase%2C NAD dependent
lp_2106,12,17,15,19,30,16,NC_004567.2:1900821-1901615,YP_004889856.1,polysaccharide biosynthesis protein%3B phosphatase
lp_2107,23,26,17,22,52,54,NC_004567.2:1901581-1902288,YP_004889857.1,polysaccharide biosynthesis protein
lp_2108,10,30,17,24,32,34,NC_004567.2:1902306-1903064,YP_004889858.1,polysaccharide biosynthesis protein%2C chain length regulator
lp_2109,1166,1949,1064,1669,1825,2208,NC_004567.2:1903487-1905301,YP_004889859.1,excinuclease ABC subunit C
lp_2110,610,961,550,668,798,832,NC_004567.2:1905484-1906224,YP_004889860.1,glutamine ABC transporter ATP-binding protein
lp_2111,686,1136,698,757,945,1053,NC_004567.2:1906217-1907692,YP_004889861.1,glutamine ABC transporter%2C substrate binding and permease protein
lp_2112,136,405,112,335,376,547,NC_004567.2:1907898-1908068,YP_004889862.1,hypothetical protein
lp_2113,5442,9958,6534,7519,8121,10281,NC_004567.2:1908124-1908531,YP_004889863.1,hypothetical protein
lp_2114,366,798,417,666,726,928,NC_004567.2:1908778-1909074,YP_004889864.1,NTP pyrophosphohydrolase
lp_2115,490,925,471,788,920,1023,NC_004567.2:1909076-1909669,YP_004889865.1,ribosome biogenesis GTPase%2C YsxC/EngB family
lp_2116,1706,3078,1781,2393,2729,2999,NC_004567.2:1909828-1911093,YP_004889866.1,ATP-dependent Clp protease ATP-binding subunit ClpX
lp_2118,9173,16771,9956,13615,14948,16630,NC_004567.2:1911388-1912710,YP_004889867.1,trigger factor / peptidylprolyl isomerase
lp_2119,86778,144389,86595,131708,141702,160218,NC_004567.2:1912914-1914101,YP_004889868.1,translation elongation factor Tu
lp_2121,195,280,168,233,261,310,NC_004567.2:1914316-1915230,YP_004889869.1,hypothetical protein
lp_2122,2318,3931,2237,3219,3667,4381,NC_004567.2:1915293-1917017,YP_004889870.1,metallo-beta-lactamase superfamily protein
lp_2123,563,1025,530,846,835,1134,NC_004567.2:1917037-1917909,YP_004889871.1,dihydrodipicolinate synthase
lp_2124,2,10,12,14,8,8,NC_004567.2:1918027-1919229,YP_004889872.1,transport protein%2C major facilitator superfamily (MFS)
lp_2125,2313,5797,2241,4984,4537,5901,NC_004567.2:1919366-1919635,YP_004889873.1,30S ribosomal protein S15
lp_2126,2135,5074,1782,4478,3680,5460,NC_004567.2:1919863-1920117,YP_004889874.1,30S ribosomal protein S20
lp_2128,468,856,446,666,711,801,NC_004567.2:1920294-1921355,YP_004889875.1,DNA-directed DNA polymerase III subunit delta
lp_2129,874,1548,864,1180,1225,1441,NC_004567.2:1921306-1923597,YP_004889876.1,ComE operon protein 3%2C DNA transport protein
lp_2130,201,477,231,362,350,473,NC_004567.2:1923598-1924083,YP_004889877.1,ComE operon protein 1%2C dCMP deaminase
lp_2131,94,133,69,132,130,149,NC_004567.2:1924138-1924863,YP_004889878.1,ComE operon protein 1%2C DNA receptor
lp_2132,705,1217,643,1024,1096,1213,NC_004567.2:1924966-1926012,YP_004889879.1,extracellular protease Lon%2C peptidase S16 family%2C membrane-bound
lp_2133,364,635,326,522,575,641,NC_004567.2:1926005-1926496,YP_004889880.1,pantetheine-phosphate adenylyltransferase
lp_2134,391,624,381,522,602,680,NC_004567.2:1926500-1927063,YP_004889881.1,N6-adenine-specific methylase
lp_2135,122,222,119,193,191,283,NC_004567.2:1927079-1927381,YP_004889882.1,hypothetical protein
lp_2136,5507,8508,5116,7402,8505,9543,NC_004567.2:1927542-1930973,YP_004889883.1,pyruvate carboxylase
lp_2137,903,1656,957,1361,1523,1788,NC_004567.2:1931004-1932170,YP_004889884.1,cell division protein FtsW
lp_2141,150,208,126,167,185,191,NC_004567.2:1932633-1934222,YP_004889885.1,membrane protein
lp_2142,132,231,129,176,218,204,NC_004567.2:1934324-1935676,YP_004889886.1,glycosyltransferase
lp_2143,54,145,62,120,126,142,NC_004567.2:1935676-1936275,YP_004889887.1,exosortase
lp_2145,620,1021,558,942,915,1152,NC_004567.2:1937207-1938508,YP_004889888.1,extracellular protein%2C cell-wall anchored
lp_2146,6951,11222,6869,10281,11043,12254,NC_004567.2:1938776-1940614,YP_004889889.1,translation elongation factor%2C GTPase%2CTypA/BipA family
lp_2147,275,533,253,416,474,500,NC_004567.2:1940804-1941577,YP_004889890.1,myo-inositol-1(or 4)-monophosphatase
lp_2149,104,167,98,120,132,172,NC_004567.2:1941588-1941881,YP_004889891.1,hypothetical protein
lp_2150,159,355,131,260,303,338,NC_004567.2:1941868-1942800,YP_004889892.1,malate/L-lactate/L-2-hydroxyisocapronate dehydrogenase
lp_2151,1168,1857,990,1978,2415,2189,NC_004567.2:1943205-1944617,YP_004889893.1,pyruvate dehydrogenase complex%2C E3 component%3B dihydrolipoamide dehydrogenase
lp_2152,880,1527,845,1396,1818,1693,NC_004567.2:1944625-1945920,YP_004889894.1,pyruvate dehydrogenase complex%2C E2 component%3B dihydrolipoamide S-acetyltransferase
lp_2153,973,1650,878,1506,1946,1684,NC_004567.2:1945978-1946955,YP_004889895.1,pyruvate dehydrogenase complex%2C E1 component%2Cbeta subunit
lp_2154,1638,3109,1568,2531,2710,2959,NC_004567.2:1946957-1948069,YP_004889896.1,pyruvate dehydrogenase complex%2C E1 component%2Calpha subunit
lp_2155,911,1640,919,1381,1749,2182,NC_004567.2:1948354-1948914,YP_004889897.1,formylmethionine deformylase
lp_2156,42,71,44,63,67,82,NC_004567.2:1948944-1949450,YP_004889898.1,membrane protein
lp_2157,178,332,163,262,306,347,NC_004567.2:1949733-1949951,YP_004889899.1,hypothetical protein
lp_2158,4404,6969,4196,5945,6288,7257,NC_004567.2:1949948-1951624,YP_004889900.1,metallo-beta-lactamase superfamily protein
lp_2159,602,864,534,662,714,778,NC_004567.2:1951687-1952646,YP_004889901.1,diacylglycerol/lipid kinase
lp_2160,755,1813,730,1871,1722,2351,NC_004567.2:1952868-1953071,YP_004889902.1,hypothetical protein
lp_2162,7019,11766,7079,10092,11047,14978,NC_004567.2:1953245-1954735,YP_004889903.1,extracellular protein%2C NlpC/P60 family%2Cgamma-D-glutamate-meso-diaminopimelate muropeptidase
lp_2164,0,0,0,0,0,0,NC_004567.2:1955212-1956474,YP_004889904.1,transposase
lp_2166,1036,1404,695,1236,1240,1376,NC_004567.2:1956536-1957501,YP_004889905.1,ribose-phosphate pyrophosphokinase
lp_2168,1128,1860,1005,1288,1497,1602,NC_004567.2:1957656-1960205,YP_004889906.1,exodeoxyribonuclease V%2C alpha chain
lp_2169,219,374,193,274,373,368,NC_004567.2:1960221-1960895,YP_004889907.1,hypothetical protein
lp_2170,79,194,83,104,229,180,NC_004567.2:1960916-1961581,YP_004889908.1,phosphoglycerate mutase family protein
lp_2173,52,80,41,79,63,113,NC_004567.2:1962105-1963553,YP_004889909.1,cell surface protein%2C CscB family
lp_2174,20,56,33,39,37,52,NC_004567.2:1963560-1964594,YP_004889910.1,cell surface protein precursor
lp_2175,18,30,17,34,22,38,NC_004567.2:1964653-1965384,YP_004889911.1,cell surface protein%2C CscC family
lp_2176,104,268,126,186,198,239,NC_004567.2:1965666-1966328,YP_004889912.1,potassium uptake protein
lp_2177,275,488,249,372,451,449,NC_004567.2:1966338-1967696,YP_004889913.1,potassium uptake protein
lp_2178,2102,3481,1979,2637,2810,3223,NC_004567.2:1967886-1969010,YP_004889914.1,tRNA (5-methyl aminomethyl-2-thiouridylate)-methyltransferase
lp_2179,341,590,303,451,503,601,NC_004567.2:1969127-1969468,YP_004889915.1,cysteine desulfurase associated protein
lp_2180,1017,1665,991,1377,1551,1893,NC_004567.2:1969471-1970631,YP_004889916.1,cysteine desulfurase
lp_2181,729,1167,683,934,1050,1220,NC_004567.2:1970690-1971382,YP_004889917.1,methylthioadenosine nucleosidase%3B S-adenosylhomocysteine nucleosidase
lp_2182,240,274,163,231,215,259,NC_004567.2:1971403-1971654,YP_004889918.1,hypothetical protein
lp_2183,358,585,325,488,491,551,NC_004567.2:1971654-1972208,YP_004889919.1,ADP-ribose pyrophosphatase
lp_2185,1302,2015,1192,1996,1971,2340,NC_004567.2:1972403-1973401,YP_004889920.1,diaminopimelate epimerase
lp_2187,5749,9055,5184,7362,8532,9453,NC_004567.2:1973735-1976533,YP_004889921.1,isoleucine-tRNA synthetase
lp_2189,2180,3929,1982,2933,3545,3908,NC_004567.2:1976848-1977546,YP_004889922.1,cell division initiation protein DivIVA
lp_2190,2392,3990,2285,2998,3432,3610,NC_004567.2:1977564-1978349,YP_004889923.1,cell division protein%2C RNA-binding S4 domain-containing protein
lp_2191,759,1347,743,952,1209,1234,NC_004567.2:1978373-1978633,YP_004889924.1,cell division protein
lp_2192,1257,2027,1224,1537,1898,2005,NC_004567.2:1978646-1979068,YP_004889925.1,cell division protein
lp_2193,4128,6550,3704,4969,5420,6483,NC_004567.2:1979092-1980375,YP_004889926.1,cell division protein FtsZ
lp_2194,2412,4280,2276,3390,3648,4219,NC_004567.2:1980405-1981751,YP_004889927.1,cell division protein FtsA
lp_2195,847,1465,806,1099,1239,1388,NC_004567.2:1981868-1982743,YP_004889928.1,cell division initiation protein FtsQ
lp_2196,870,1658,871,1180,1347,1477,NC_004567.2:1982774-1983865,YP_004889929.1,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
lp_2197,1157,2173,1152,1580,1731,1915,NC_004567.2:1983865-1985244,YP_004889930.1,UDP-N-acetylmuramoylalanine--D-glutamate ligase
lp_2199,1187,2057,1221,1431,1564,1743,NC_004567.2:1985536-1986501,YP_004889931.1,phospho-N-acetylmuramoyl-pentapeptide-transferase
lp_2200,1560,2466,1419,1710,1867,2195,NC_004567.2:1986530-1988671,YP_004889932.1,transpeptidase%2C penicillin binding protein 2B
lp_2201,122,281,113,163,195,229,NC_004567.2:1988668-1989063,YP_004889933.1,cell division protein FtsL
lp_2202,785,1493,751,1007,1094,1260,NC_004567.2:1989085-1990044,YP_004889934.1,S-adenosyl-methyltransferase MraW
lp_2203,268,612,247,373,467,526,NC_004567.2:1990078-1990503,YP_004889935.1,cell division protein MraZ
lp_2205,112,288,124,248,287,291,NC_004567.2:1990673-1991041,YP_004889936.1,membrane protein
lp_2206,211,350,178,304,385,440,NC_004567.2:1991157-1992116,YP_004889937.1,Mg2+ and Co2+ transport protein
lp_2210,805,1225,721,928,1007,1222,NC_004567.2:1992621-1995008,YP_004889938.1,cell division protein FtsK
lp_2211,325,664,313,581,606,826,NC_004567.2:1995121-1995633,YP_004889939.1,23S rRNA methyltransferase
lp_2212,398,488,326,510,435,526,NC_004567.2:1995925-1996572,YP_004889940.1,NADH-flavin reductase
lp_2213,132,206,126,223,244,293,NC_004567.2:1996907-1998256,YP_004889941.1,branched-chain (Leu%2C Ile %26 Val) amino acid transporter%2C LIVCS family
lp_2215,138,239,125,185,199,215,NC_004567.2:1998604-1999458,YP_004889942.1,rRNA large subunit methyltransferase A
lp_2216,190,351,169,346,275,386,NC_004567.2:1999725-1999994,YP_004889943.1,30S ribosomal protein S14
lp_2217,655,1157,707,998,1067,1199,NC_004567.2:2000156-2001310,YP_004889944.1,transporter
lp_2218,94,185,104,175,188,261,NC_004567.2:2001325-2001684,YP_004889945.1,PTS system%2C glucitol/sorbitol-specific EIIA component
lp_2219,989,1380,797,1261,1316,1460,NC_004567.2:2001816-2002835,YP_004889946.1,6-phosphogluconolactonase
lp_2220,887,1310,802,1144,1131,1339,NC_004567.2:2002851-2003489,YP_004889947.1,copper homeostasis protein
lp_2221,560,795,449,649,711,804,NC_004567.2:2003743-2004645,YP_004889948.1,pseudouridylate synthase
lp_2222,251,473,234,332,375,438,NC_004567.2:2004642-2005445,YP_004889949.1,inorganic polyphosphate/ATP-NAD kinase
lp_2223,145,291,141,200,340,287,NC_004567.2:2005442-2006104,YP_004889950.1,GTP pyrophosphokinase
lp_2224,927,1649,899,1780,1591,2142,NC_004567.2:2006397-2007032,YP_004889951.1,dithiol-disulfide isomerase%2C DsbA family%2CFrnE-like subfamily
lp_2225,1147,1899,1116,1501,1613,1961,NC_004567.2:2007247-2009058,YP_004889952.1,oligoendopeptidase F
lp_2226,239,365,226,302,299,330,NC_004567.2:2009136-2010221,YP_004889953.1,competence protein/transcription factor%2CCoiA-like family
lp_2227,2501,4072,2474,4427,3970,5403,NC_004567.2:2010406-2011137,YP_004889954.1,negative regulator of competence
lp_2228,986,1729,1021,1662,1557,2033,NC_004567.2:2011273-2011671,YP_004889955.1,RNA polymerase (RNAP)-binding regulatory protein%2C arsenate reductase (ArsC) family%2C Spx subfamily
lp_2229,699,1209,673,1081,998,1323,NC_004567.2:2011958-2012701,YP_004889956.1,beta-lactamase superfamily metal-dependent hydrolase
lp_2230,1540,2997,1630,2773,2688,3641,NC_004567.2:2012842-2013342,YP_004889957.1,hypothetical protein
lp_2231a,183,345,204,312,529,422,NC_004567.2:2021158-2021538,YP_004889958.1,hypothetical protein
lp_2231b,182,356,209,356,414,532,NC_004567.2:2021538-2021945,YP_004889959.1,RNA-binding protein%2C S1-type
lp_2231c,630,1355,664,1468,1301,1865,NC_004567.2:2022075-2022659,YP_004889960.1,peptidyl-prolyl isomerase
lp_2232,158,284,155,292,290,314,NC_004567.2:2022823-2023479,YP_004889961.1,membrane protein
lp_2234,423,754,447,569,771,844,NC_004567.2:2023570-2024211,YP_004889962.1,membrane protein
lp_2235,415,693,375,582,630,671,NC_004567.2:2024195-2024986,YP_004889963.1,HAD-superfamily hydrolase
lp_2236,292,510,265,401,427,491,NC_004567.2:2025008-2025637,YP_004889964.1,hypothetical protein
lp_2237,744,1159,668,1019,967,1193,NC_004567.2:2025656-2027041,YP_004889965.1,bifunctional protein: 5'-nucleotidase%3B 2'%2C3'-cyclic phosphodiesterase
lp_2238,213,386,204,308,293,383,NC_004567.2:2027111-2027719,YP_004889966.1,metallophosphatase
lp_2240,655,1332,658,863,1029,1176,NC_004567.2:2028235-2029620,YP_004889967.1,amino acid transport protein
lp_2242,974,1710,957,1266,1378,1551,NC_004567.2:2029940-2031133,YP_004889968.1,acetate kinase
lp_2243,346,642,340,516,560,690,NC_004567.2:2031145-2032155,YP_004889969.1,type I restriction-modification system%2Cadenine-specific methyltransferase subunit
lp_2244,3,6,3,2,10,2,NC_004567.2:2032367-2032951,YP_004889970.1,bacterial type II secretion/trafficking system protein
lp_2246,3,6,2,3,7,1,NC_004567.2:2033026-2033499,YP_004889971.1,bacterial type II secretion/trafficking system extracellular protein
lp_2247,1,1,1,1,1,0,NC_004567.2:2033489-2033845,YP_004889972.1,bacterial type II secretion/trafficking system protein
lp_2248,5,9,7,2,6,6,NC_004567.2:2033842-2034891,YP_004889973.1,bacterial type II secretion/trafficking system protein F
lp_2249,8,6,2,8,17,8,NC_004567.2:2034827-2035801,YP_004889974.1,bacterial type II secretion/trafficking system protein E%2C ATPase
lp_2251,563,998,544,837,869,1091,NC_004567.2:2036001-2036921,YP_004889975.1,ribokinase
lp_2253,3772,7297,4058,6446,6676,8078,NC_004567.2:2037058-2037786,YP_004889976.1,YebC/PmpR family DNA-binding regulatory protein
lp_2254,134,182,88,156,154,173,NC_004567.2:2038004-2038324,YP_004889977.1,hypothetical protein
lp_2255,272,438,237,401,362,443,NC_004567.2:2038317-2039189,YP_004889978.1,hypothetical protein
lp_2256,1451,2548,1304,2201,2351,2655,NC_004567.2:2039312-2040322,YP_004889979.1,catabolite control protein A
lp_2258,1487,2277,1421,1881,2146,2552,NC_004567.2:2040586-2041695,YP_004889980.1,Xaa-Pro dipeptidase
lp_2259,391,690,364,742,615,887,NC_004567.2:2041782-2042243,YP_004889981.1,MerR family transcriptional regulator
lp_2260,1298,2493,1392,2260,2674,2964,NC_004567.2:2042313-2042825,YP_004889982.1,extracellular protein
lp_2261,500,949,540,874,1076,1229,NC_004567.2:2042828-2043244,YP_004889983.1,hypothetical protein
lp_2262,202,340,194,324,358,384,NC_004567.2:2043433-2044326,YP_004889984.1,mechanosensitive ion channel family protein
lp_2263,2436,4028,2260,3608,3879,4418,NC_004567.2:2044594-2045748,YP_004889985.1,N-acetyldiaminopimelate deacetylase
lp_2264,1376,2388,1310,2051,2353,2572,NC_004567.2:2045766-2046476,YP_004889986.1,tetrahydrodipicolinate N-acetyltransferase
lp_2265,292,624,335,577,840,879,NC_004567.2:2046495-2046986,YP_004889987.1,hypothetical protein
lp_2266,252,485,253,456,530,517,NC_004567.2:2047074-2047592,YP_004889988.1,phosphoesterase
lp_2267,328,562,303,528,718,745,NC_004567.2:2047589-2048197,YP_004889989.1,xanthosine triphosphate pyrophosphatase
lp_2268,295,609,294,592,616,764,NC_004567.2:2048190-2049011,YP_004889990.1,glutamate racemase
lp_2269,195,391,228,427,417,495,NC_004567.2:2049049-2049732,YP_004889991.1,hypothetical protein
lp_2270,939,2207,854,1591,1541,1893,NC_004567.2:2049900-2050211,YP_004889992.1,thioredoxin
lp_2271,1456,2362,1338,1979,2084,2285,NC_004567.2:2050367-2052730,YP_004889993.1,DNA mismatch repair protein MutS2
lp_2272,95,196,91,236,162,230,NC_004567.2:2052790-2053041,YP_004889994.1,cell-division Z-ring component%2C stimulator of FtsZ polymerization
lp_2273,489,871,470,713,1036,1026,NC_004567.2:2053173-2053469,YP_004889995.1,hypothetical protein
lp_2274,450,902,498,775,814,959,NC_004567.2:2053482-2053916,YP_004889996.1,endonuclease%2C resolvase
lp_2275,116,287,92,213,221,272,NC_004567.2:2053913-2054182,YP_004889997.1,hypothetical protein
lp_2277,3426,5558,3169,4048,4581,5087,NC_004567.2:2054567-2057209,YP_004889999.1,alanine-tRNA synthetase
lp_2278,993,1807,947,1400,1502,1664,NC_004567.2:2057537-2058880,YP_004890000.1,ATP-dependent RNA helicase
lp_2279,893,1292,777,1093,1137,1368,NC_004567.2:2058883-2059839,YP_004890001.1,phosphoesterase%2C DHH family
lp_2280,87,148,90,133,141,160,NC_004567.2:2059932-2061065,YP_004890002.1,DNA polymerase%2C DNA-damage-inducible protein P
lp_2281,851,1611,905,1317,1505,1769,NC_004567.2:2061184-2061567,YP_004890003.1,preprotein translocase subunit YajC
lp_2282,709,1221,710,1055,1219,1464,NC_004567.2:2061645-2062787,YP_004890004.1,queuine tRNA-ribosyltransferase
lp_2285,844,1465,870,1384,1716,1877,NC_004567.2:2063097-2064131,YP_004890005.1,S-adenosylmethionine tRNA ribosyltransferase-isomerase
lp_2286,539,896,455,830,950,1059,NC_004567.2:2064149-2065159,YP_004890006.1,Holliday junction ATP-dependent DNA helicase RuvB
lp_2287,212,329,176,287,406,372,NC_004567.2:2065177-2065788,YP_004890007.1,Holliday junction ATP-dependent DNA helicase RuvA
lp_2289,224,256,159,276,271,366,NC_004567.2:2065989-2066507,YP_004890008.1,hypothetical protein
lp_2290,897,1434,868,1278,1285,1677,NC_004567.2:2066641-2069709,YP_004890009.1,membrane protein
lp_2292,43,71,27,67,70,89,NC_004567.2:2069863-2070270,YP_004890010.1,hypothetical protein
lp_2297,1442,2368,1333,1967,2030,2261,NC_004567.2:2071309-2073345,YP_004890011.1,DNA mismatch repair protein MutL/HexB
lp_2298,1395,2415,1298,1893,2541,2472,NC_004567.2:2073516-2076206,YP_004890012.1,DNA mismatch repair protein MutS/HexA
lp_2299,220,391,196,314,401,417,NC_004567.2:2076234-2077040,YP_004890013.1,metallophosphatase (MPP) superfamily protein
lp_2300,2402,4199,2364,4064,4146,4355,NC_004567.2:2077165-2078724,YP_004890014.1,metal dependent phosphohydrolase%2C HD family
lp_2301,2575,4145,2380,4112,4674,5207,NC_004567.2:2078955-2080097,YP_004890015.1,recombinase A
lp_2302,959,1559,903,1449,1518,1751,NC_004567.2:2080189-2081451,YP_004890016.1,competence-induced protein%2Cmolybdopterin-binding domain
lp_2303,578,946,595,811,818,1033,NC_004567.2:2081719-2082303,YP_004890017.1,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
lp_2304,1364,2083,1196,1813,1908,2168,NC_004567.2:2082326-2083198,YP_004890018.1,Xre family transcriptional regulator
lp_2305,655,1131,616,906,1083,1062,NC_004567.2:2083302-2084603,YP_004890019.1,zinc-dependent proteinase%2C M16 family
lp_2306,592,936,536,794,818,1032,NC_004567.2:2084600-2085865,YP_004890020.1,non-proteolytic protein%2C peptidase family M16
lp_2308,512,817,412,611,771,895,NC_004567.2:2086075-2087427,YP_004890021.1,aspartate kinase
lp_2312,147,273,150,207,281,356,NC_004567.2:2088511-2089350,YP_004890022.1,glutamine/histidine ABC transporter%2C substrate binding protein
lp_2313,81,134,92,104,120,156,NC_004567.2:2089362-2090003,YP_004890023.1,glutamine/histidine ABC transporter ATP-binding protein
lp_2314,80,108,65,53,74,86,NC_004567.2:2090016-2090657,YP_004890024.1,glutamine/histidine ABC transporter%2C permease protein
lp_2315,1001,1597,878,1245,1487,1508,NC_004567.2:2091137-2091943,YP_004890025.1,septum site-determining protein MinD
lp_2316,743,1359,746,983,1236,1324,NC_004567.2:2091943-2092611,YP_004890026.1,septum site-determining protein MinC
lp_2317,489,951,485,715,1069,899,NC_004567.2:2092633-2093151,YP_004890027.1,cell shape determining protein MreD
lp_2318,918,1771,958,1326,1648,1696,NC_004567.2:2093164-2094009,YP_004890028.1,cell shape determining protein MreC
lp_2319,3619,6074,3549,5029,6420,6653,NC_004567.2:2094080-2095084,YP_004890029.1,cell shape determining protein MreB
lp_2320,122,238,131,185,187,204,NC_004567.2:2095311-2095946,YP_004890030.1,DNA repair protein
lp_2321,245,444,235,384,357,439,NC_004567.2:2096118-2097452,YP_004890031.1,formylTHF-polyglutamate synthase / folyl-polyglutamate synthase / hydrofolate synthase
lp_2322,5547,10176,5206,8569,11411,11229,NC_004567.2:2097626-2100295,YP_004890032.1,valine-tRNA synthetase
lp_2323,660,1297,704,1419,1605,1938,NC_004567.2:2100619-2101113,YP_004890033.1,thiol peroxidase
lp_2324,117,184,103,155,131,186,NC_004567.2:2101353-2102591,YP_004890034.1,glutamate--cysteine ligase
lp_2325,1374,2049,1207,1709,1988,2332,NC_004567.2:2102796-2104013,YP_004890035.1,thiamine biosynthesis protein ThiI%2C ATP pyrophosphatase
lp_2326,615,1113,603,924,957,1257,NC_004567.2:2104031-2105185,YP_004890036.1,cysteine desulfurase
lp_2328,1213,2178,1280,1891,2194,2610,NC_004567.2:2105497-2107218,YP_004890037.1,septation ring formation regulator
lp_2330,130,260,139,213,258,368,NC_004567.2:2107390-2107851,YP_004890038.1,signaling protein containing GAF domain
lp_2331,9424,17018,10409,14956,15081,17152,NC_004567.2:2108053-2108661,YP_004890039.1,30S ribosomal protein S4
lp_2332,88,162,102,142,182,200,NC_004567.2:2108720-2109346,YP_004890040.1,hypothetical protein
lp_2333,203,353,179,346,347,552,NC_004567.2:2109479-2109943,YP_004890041.1,hypothetical protein
lp_2334,97,205,114,148,157,210,NC_004567.2:2109999-2110625,YP_004890042.1,membrane protein
lp_2335,26,65,28,43,41,37,NC_004567.2:2110625-2110903,YP_004890043.1,ArsR family transcriptional regulator
lp_2336,628,950,522,748,772,852,NC_004567.2:2111070-2113325,YP_004890044.1,glutathione biosynthesis bifunctional protein: glutamate-cysteine ligase%3B glutathione synthetase
lp_2337,386,493,346,553,476,633,NC_004567.2:2113435-2114715,YP_004890045.1,AAA ATPase
lp_2339,213,368,198,365,397,514,NC_004567.2:2115346-2115630,YP_004890046.1,membrane protein
lp_2340,2909,5809,2922,5324,6305,7773,NC_004567.2:2115697-2116179,YP_004890047.1,nucleotide-binding protein%2C universal stress protein UspA family
lp_2341,214,364,182,273,275,360,NC_004567.2:2116268-2117398,YP_004890048.1,beta-lactamase%2C class A
lp_2342,1139,3124,1278,2375,2688,3730,NC_004567.2:2117515-2118411,YP_004890049.1,Xre family transcriptional regulator
lp_2344,585,989,538,652,717,793,NC_004567.2:2118861-2120420,YP_004890050.1,glycerophosphodiester phosphodiesterase
lp_2345,3954,6689,4080,6409,6694,8289,NC_004567.2:2120496-2121608,YP_004890051.1,D-alanine--D-alanine ligase
lp_2346,985,1753,971,1660,1781,2017,NC_004567.2:2121710-2122738,YP_004890052.1,alcohol dehydrogenase
lp_2347,605,1134,593,1161,1277,1311,NC_004567.2:2122760-2123734,YP_004890053.1,hypothetical protein
lp_2349,1172,2173,1074,2337,2141,2777,NC_004567.2:2123933-2124850,YP_004890054.1,L-2-hydroxyisocaproate dehydrogenase
lp_2350,539,1089,613,942,1031,1225,NC_004567.2:2125093-2125917,YP_004890055.1,D-Methionine-like precursorABC transporter%2Csubstrate binding protein
lp_2351,218,461,183,299,365,456,NC_004567.2:2125943-2126635,YP_004890056.1,D-Methionine-like precursor ABC transporter%2Cpermease protein
lp_2352,430,716,451,685,852,937,NC_004567.2:2126628-2127659,YP_004890057.1,D-Methionine-like precursor ABC transporter ATP binding binding protein
lp_2353,503,880,447,870,981,1125,NC_004567.2:2128027-2128323,YP_004890058.1,glycine cleavage system%2C H protein
lp_2354,1331,2253,1224,1989,2194,2444,NC_004567.2:2128354-2129559,YP_004890059.1,rod-shape determining protein
lp_2357,313,642,323,522,504,695,NC_004567.2:2129707-2129934,YP_004890060.1,hypothetical protein
lp_2358,374,721,412,639,687,780,NC_004567.2:2129918-2130190,YP_004890061.1,hypothetical protein
lp_2359,2159,3908,2187,3306,3444,4022,NC_004567.2:2130197-2131198,YP_004890062.1,cell shape determining protein MreB
lp_2360,189,298,170,269,245,347,NC_004567.2:2131322-2131876,YP_004890063.1,ribosomal protein serine-acetylating enzyme
lp_2361,1209,2143,1234,2198,2259,2865,NC_004567.2:2131984-2133300,YP_004890064.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
lp_2363,4907,7598,4699,7345,8271,9610,NC_004567.2:2134274-2134702,YP_004890065.1,H(+)-transporting two-sector ATPase%2C epsilon subunit
lp_2364,17729,27776,16333,26665,31733,33752,NC_004567.2:2134714-2136117,YP_004890066.1,H(+)-transporting two-sector ATPase%2C beta subunit
lp_2365,9331,14605,8778,14019,17795,17746,NC_004567.2:2136142-2137086,YP_004890067.1,H(+)-transporting two-sector ATPase%2C gamma subunit
lp_2366,17443,28862,17226,28065,35769,36619,NC_004567.2:2137116-2138630,YP_004890068.1,H(+)-transporting two-sector ATPase%2C alpha subunit
lp_2367,6672,10900,6251,10473,11290,13455,NC_004567.2:2138653-2139198,YP_004890069.1,H(+)-transporting two-sector ATPase%2C delta subunit
lp_2368,5528,9159,5392,9044,11204,11285,NC_004567.2:2139188-2139703,YP_004890070.1,H(+)-transporting two-sector ATPase%2C B subunit
lp_2369,2416,4202,2459,4099,4915,5547,NC_004567.2:2139757-2139969,YP_004890071.1,H(+)-transporting two-sector ATPase%2C C subunit
lp_2370,10055,17743,10242,18303,20286,22650,NC_004567.2:2140007-2140720,YP_004890072.1,H(+)-transporting two-sector ATPase%2C A subunit
lp_2371,374,711,333,714,880,933,NC_004567.2:2140998-2142278,YP_004890073.1,uracil transport protein
